,Previous_10_Left_Choice,Previous_10_Right_Choice,Previous_10_Left_Reward,Previous_10_Right_Reward,Streak,5_Port,5_Reward,5_ITI,5_trialDuration,4_Port,4_Reward,4_ITI,4_trialDuration,3_Port,3_Reward,3_ITI,3_trialDuration,2_Port,2_Reward,2_ITI,2_trialDuration,1_Port,1_Reward,1_ITI,1_trialDuration,0_ITI,0_trialDuration,Decision
5590,9.0,1.0,1.0,0.0,-9.0,1.0,0.0,1.224,0.483,1.0,0.0,1.204,0.51,1.0,0.0,2.878,0.392,0.0,0.0,1.776,0.503,1.0,0.0,8.031,0.395,2.78,0.424,0.0
5591,8.0,2.0,0.0,1.0,1.0,1.0,0.0,1.204,0.51,1.0,0.0,2.878,0.392,0.0,0.0,1.776,0.503,1.0,0.0,8.031,0.395,0.0,1.0,2.78,0.424,1.749,0.34299999999999997,0.0
5592,7.0,3.0,0.0,2.0,2.0,1.0,0.0,2.878,0.392,0.0,0.0,1.776,0.503,1.0,0.0,8.031,0.395,0.0,1.0,2.78,0.424,0.0,1.0,1.749,0.34299999999999997,2.64,0.289,0.0
5593,6.0,4.0,0.0,2.0,-1.0,0.0,0.0,1.776,0.503,1.0,0.0,8.031,0.395,0.0,1.0,2.78,0.424,0.0,1.0,1.749,0.34299999999999997,0.0,0.0,2.64,0.289,2.613,0.502,0.0
5594,5.0,5.0,0.0,3.0,1.0,1.0,0.0,8.031,0.395,0.0,1.0,2.78,0.424,0.0,1.0,1.749,0.34299999999999997,0.0,0.0,2.64,0.289,0.0,1.0,2.613,0.502,2.645,0.36200000000000004,0.0
5595,4.0,6.0,0.0,3.0,-1.0,0.0,1.0,2.78,0.424,0.0,1.0,1.749,0.34299999999999997,0.0,0.0,2.64,0.289,0.0,1.0,2.613,0.502,0.0,0.0,2.645,0.36200000000000004,1.479,0.366,0.0
5596,3.0,7.0,0.0,4.0,1.0,0.0,1.0,1.749,0.34299999999999997,0.0,0.0,2.64,0.289,0.0,1.0,2.613,0.502,0.0,0.0,2.645,0.36200000000000004,0.0,1.0,1.479,0.366,1.1320000000000001,0.619,0.0
5597,2.0,8.0,0.0,4.0,-1.0,0.0,0.0,2.64,0.289,0.0,1.0,2.613,0.502,0.0,0.0,2.645,0.36200000000000004,0.0,1.0,1.479,0.366,0.0,0.0,1.1320000000000001,0.619,1.39,1.56,1.0
5598,2.0,8.0,0.0,4.0,-2.0,0.0,1.0,2.613,0.502,0.0,0.0,2.645,0.36200000000000004,0.0,1.0,1.479,0.366,0.0,0.0,1.1320000000000001,0.619,1.0,0.0,1.39,1.56,1.636,0.37799999999999995,0.0
5599,2.0,8.0,0.0,5.0,1.0,0.0,0.0,2.645,0.36200000000000004,0.0,1.0,1.479,0.366,0.0,0.0,1.1320000000000001,0.619,1.0,0.0,1.39,1.56,0.0,1.0,1.636,0.37799999999999995,2.286,0.36,0.0
