14.005,1.11,0.54,1,0,1,0
17.645,1.524,0.735,2,0,1,1
20.671,2.48,0.546,2,0,1,1
26.221,1.921,0.604,2,0,1,1
34.091,1.527,0.719,2,0,1,1
38.818,3.459,1.268,2,0,1,1
42.997,3.436,0.743,2,0,1,1
51.16,1.519,0.885,2,0,1,1
61.029,1.246,0.783,2,0,1,1
65.953,1.557,0.631,2,0,1,1
72.918,6.295,0.67,2,0,1,1
100.94,7.916,0.725,2,0,1,1
104.55,2.842,0.771,2,0,1,1
108.4,3.128,0.727,1,0,1,0
114.15,1.282,0.72,2,0,1,1
117.92,3.216,0.558,1,0,1,0
122.43,1.194,1.051,2,0,1,1
127.65,1.312,0.749,1,0,1,0
136.98,1.351,1.074,2,0,1,1
141.09,3.314,0.792,2,0,1,1
146.43,4.232,1.109,2,0,1,1
161.1,5.199,0.796,2,0,1,1
166.44,1.597,0.655,2,0,1,1
170.14,3.082,0.619,2,0,1,1
174.67,3.821,0.704,2,0,1,1
182.63,1.213,0.614,2,0,1,1
185.94,2.73,0.576,2,0,1,1
191.64,1.369,0.565,1,0,1,0
196.74,1.085,0.601,2,0,1,1
202.68,1.799,0.766,2,0,1,1
212.15,1.058,0.874,2,0,1,1
216.55,3.633,0.766,2,0,1,1
224.3,1.924,0.663,2,0,1,1
236.95,1.294,0.595,2,0,1,1
259.19,12.369,0.661,2,0,1,1
268.64,1.446,1.141,2,1,0,0
274.68,2.021,0.723,2,1,0,0
283.27,1.272,0.812,1,1,0,1
287.32,1.046,0.79,2,1,0,0
290.33,1.809,0.869,2,1,0,0
293.98,1.366,0.871,2,1,0,0
296.4,1.531,0.886,2,1,0,0
299.55,1.035,0.666,2,1,0,0
301.68,1.348,0.776,1,1,0,1
305.99,1.276,0.659,2,1,0,0
307.99,1.07,0.93,2,1,0,0
310.04,1.105,0.949,1,1,0,1
313.83,1.267,0.657,2,1,0,0
319.38,1.142,0.647,2,1,0,0
403.31,45.432,0.611,2,1,0,0
405.38,1.322,0.742,2,1,0,0
407.07,1.073,0.616,1,1,0,1
410.78,3.096,0.614,2,1,0,0
412.85,1.249,0.824,2,1,0,0
434.07,1.438,0.683,2,1,0,0
436,1.186,0.745,1,1,0,1
441.54,4.667,0.881,2,1,0,0
447.21,2.534,0.799,2,1,0,0
451.51,1.078,0.928,1,1,0,1
455.66,3.425,0.725,2,1,0,0
460.24,1.529,0.762,2,1,0,0
463.91,1.414,0.887,2,1,0,0
470.3,2.163,1.047,2,1,0,0
474.29,1.467,0.958,2,1,0,0
476.28,1.291,0.693,1,1,0,1
506.57,16.407,0.719,2,1,0,0
510.24,1.21,0.786,2,1,0,0
518.35,2.179,0.752,2,1,0,0
523.74,2.345,0.765,2,1,0,0
1714.6,1.579,0.765,2,1,0,0
2103.4,3.675,0.671,1,1,0,1
2172,24.019,0.874,2,1,0,0
2357,2.149,0.65,1,1,0,1
2378.8,20.648,1.165,2,1,0,0
