79.663,6.567,0.436,2,0,1,1
107.3,1.749,0.486,1,0,1,0
153.17,2.941,0.549,2,0,1,1
245.14,23.831,0.633,2,0,1,1
249.61,1.111,0.508,1,0,1,0
367.33,6.395,0.45,2,0,1,1
374.62,3.94,0.424,2,0,1,1
390.3,13.184,0.527,2,0,1,1
392.93,2.05,0.579,1,0,1,0
398.09,3.434,0.376,2,0,1,1
400.97,2.241,0.639,1,0,1,0
408.38,1.033,0.636,1,0,1,0
543.21,22.67,0.502,2,0,1,1
551.07,1.037,0.827,1,0,1,0
552.63,1.122,0.438,2,0,1,1
555.7,2.443,0.63,1,0,1,0
562.84,2.884,0.609,1,0,1,0
569.87,2.357,0.437,2,0,1,1
572.61,2.241,0.494,2,0,1,1
587.86,4.484,0.568,1,0,1,0
590.18,1.567,0.506,2,0,1,1
596.12,5.399,0.533,2,0,1,1
598.48,1.822,0.541,2,0,1,1
608.36,1.338,0.506,2,0,1,1
613.17,1.446,0.415,2,0,1,1
626.96,2.048,0.548,2,0,1,1
645.8,3.371,0.594,1,0,1,0
669.09,2.697,0.349,2,0,1,1
672.11,1.132,0.526,2,0,1,1
676.24,3.321,0.813,1,0,1,0
681.44,1.735,0.591,2,0,1,1
687.82,1.926,0.486,2,0,1,1
698.46,1.675,0.441,2,0,1,1
718.23,5.395,0.521,2,0,1,1
720.85,2.07,0.551,2,0,1,1
726.35,1.288,0.402,2,0,1,1
730.79,3.99,0.447,2,0,1,1
739.77,2.088,0.458,2,0,1,1
742.52,2.25,0.497,1,0,1,0
757.42,1.279,0.671,1,0,1,0
769.44,2.499,0.391,2,0,1,1
771.91,2.08,0.39,2,0,1,1
777.75,5.414,0.424,2,0,1,1
786.54,1.133,0.385,2,1,0,0
798.66,4.154,0.4,2,1,0,0
842.57,5.576,0.699,2,1,0,0
869.26,16.54,0.667,2,1,0,0
871.17,1.413,0.494,1,1,0,1
874.22,2.584,0.474,2,1,0,0
876.77,1.213,0.58,2,1,0,0
888.49,5.499,0.406,2,1,0,0
940.04,24.467,0.45,2,1,0,0
969.02,2.775,0.529,1,1,0,1
971.45,1.95,0.478,2,1,0,0
973.23,1.193,0.592,1,1,0,1
977.41,1.371,0.611,1,1,0,1
981.2,3.298,0.493,1,1,0,1
996.79,2.311,0.563,1,1,0,1
999.31,2.163,0.359,1,1,0,1
1005.9,1.048,0.487,2,1,0,0
1008.5,1.022,0.393,2,1,0,0
1018.8,2.855,0.455,1,1,0,1
1028.4,1.182,0.64,1,1,0,1
1033,2.895,0.42,1,1,0,1
1036.4,2.911,0.534,1,1,0,1
1039.3,2.447,0.441,1,1,0,1
1044.3,1.158,0.307,1,1,0,1
1052,1.962,0.476,1,1,0,1
1059,2.407,0.465,1,1,0,1
1062.5,3.108,0.422,1,1,0,1
1079.4,1.292,0.379,1,1,0,1
1081.2,1.424,0.41,1,1,0,1
1083.5,1.947,0.342,1,1,0,1
1088.6,1.426,0.325,1,1,0,1
1093.8,1.557,0.693,1,1,0,1
1111.5,5.081,0.381,1,1,0,1
1113.7,1.737,0.433,1,1,0,1
1116,1.794,0.514,1,1,0,1
1123.6,1.045,0.437,1,1,0,1
1125.8,1.762,0.491,1,1,0,1
1133.1,3.062,0.405,1,1,0,1
1142,7.38,0.335,1,1,0,1
1146,1.161,0.395,1,1,0,1
1150.1,1.57,0.55,1,1,0,1
1152.7,2.305,0.342,1,0,1,0
1154.3,1.178,0.456,1,0,1,0
1156,1.222,0.408,1,0,1,0
1160,2.346,0.502,1,0,1,0
1164.1,1.473,0.504,1,0,1,0
1169.8,2.263,0.442,1,0,1,0
1171.4,1.062,0.528,1,0,1,0
1173.2,1.055,0.466,1,0,1,0
1190.8,1.402,0.345,1,0,1,0
1196.4,2.911,0.543,1,0,1,0
1198.4,1.59,0.442,1,0,1,0
1205.4,4.109,0.423,1,0,1,0
1214.2,8.294,0.474,2,0,1,1
1219.9,1.749,0.472,1,0,1,0
1262.9,2.977,0.798,2,0,1,1
1265.8,1.973,0.941,1,0,1,0
1270,1.067,0.586,2,0,1,1
1272.9,2.308,0.523,1,0,1,0
1286.2,2.749,0.437,1,0,1,0
1404.5,55.817,0.469,2,0,1,1
1407.2,2.021,0.673,2,0,1,1
1416.5,8.781,0.441,1,0,1,0
1427.6,10.593,0.518,2,0,1,1
1433.3,1.586,0.562,2,0,1,1
1441.2,5.523,0.475,2,0,1,1
1443.5,1.871,0.51,1,0,1,0
1449,3.478,0.818,2,0,1,1
1452,2.534,0.473,1,0,1,0
1456.3,2.762,0.472,2,0,1,1
1462.4,2.484,0.406,2,0,1,1
1469.6,5.213,0.436,2,0,1,1
1475,3.136,0.467,2,0,1,1
1479.8,2.013,0.451,2,0,1,1
1482.3,2.073,0.414,2,0,1,1
1488.3,1.429,0.427,2,0,1,1
1491.2,2.423,0.454,1,0,1,0
1502.8,1.305,0.463,2,0,1,1
1506.5,3.289,0.453,2,0,1,1
1509.2,2.236,0.399,2,0,1,1
1514.4,2.064,0.482,2,0,1,1
1525,2.224,0.719,2,0,1,1
1527.6,2.021,0.539,2,0,1,1
1565.4,22.586,0.896,2,0,1,1
1568.1,2.175,0.577,2,0,1,1
1586,2.562,0.709,1,0,1,0
1591.4,2.658,0.47,2,0,1,1
1594.1,1.981,0.65,2,0,1,1
1597.3,2.659,0.53,1,0,1,0
1600.1,1.124,0.506,1,0,1,0
1608.1,1.979,0.42,2,0,1,1
1610.8,2.307,0.364,2,0,1,1
1616.9,1.508,0.51,2,0,1,1
1621.1,1.268,0.44,2,0,1,1
1624.9,1.853,0.415,2,1,0,0
1628.6,1.277,0.464,2,1,0,0
