13.361,1.547,0.384,2,0.8,0.2,1,636,647
15.477,1.719,0.397,2,0.8,0.2,0,699,711
39.428,23.441,0.51,2,0.8,0.2,0,1414,1429
48.378,1.807,0.418,2,0.8,0.2,0,1685,1697
55.984,7.032,0.574,2,0.8,0.2,0,1908,1926
57.603,1.117,0.502,2,0.8,0.2,0,1959,1974
67.366,1.858,0.366,2,0.8,0.2,0,2256,2267
70.06,2.302,0.392,2,0.8,0.2,0,2336,2348
75.495,5.043,0.392,1,0.8,0.2,1,2499,2511
77.62,1.714,0.411,1,0.8,0.2,1,2562,2571
80.228,1.641,0.378,1,0.8,0.2,0,2642,2653
82.062,1.391,0.443,1,0.8,0.2,1,2695,2708
90.609,3.823,0.406,2,0.8,0.2,0,2952,2964
92.511,1.527,0.375,2,0.8,0.2,0,3010,3022
99.102,1.668,0.465,1,0.8,0.2,1,3205,3219
102.32,2.818,0.402,1,0.8,0.2,1,3303,3316
104.94,2.267,0.351,1,0.8,0.2,0,3383,3394
106.58,1.324,0.321,1,0.8,0.2,1,3434,3443
109.46,2.51,0.361,1,0.8,0.2,0,3519,3530
112.25,1.283,0.482,1,0.8,0.2,1,3599,3613
114.9,2.218,0.431,1,0.8,0.2,1,3680,3693
117.97,2.544,0.523,1,0.8,0.2,1,3769,3785
120.98,2.57,0.444,1,0.8,0.2,1,3862,3875
125.34,3.889,0.465,1,0.8,0.2,0,3992,4006
128.76,1.327,0.525,1,0.8,0.2,1,4093,4109
131.4,2.256,0.386,1,0.8,0.2,1,4176,4187
134.83,2.818,0.614,1,0.8,0.2,0,4272,4291
136.52,1.275,0.41,1,0.8,0.2,0,4329,4341
139.4,1.904,0.554,1,0.8,0.2,1,4411,4425
141.83,1.836,0.595,1,0.8,0.2,1,4483,4500
153.51,8.448,0.395,1,0.8,0.2,1,4839,4851
156.13,2.252,0.375,1,0.8,0.2,1,4918,4930
159.04,2.475,0.43,1,0.8,0.2,0,5004,5017
161.21,1.732,0.442,1,0.8,0.2,1,5069,5082
163.92,2.32,0.385,1,0.8,0.2,0,5151,5163
165.63,1.315,0.398,1,0.8,0.2,1,5202,5213
170.15,1.593,0.443,1,0.8,0.2,1,5337,5350
172.65,1.991,0.511,1,0.8,0.2,1,5410,5425
175.63,2.554,0.428,1,0.8,0.2,1,5502,5514
178.63,2.609,0.391,1,0.8,0.2,1,5592,5605
183.07,1.443,0.349,1,0.8,0.2,1,5727,5737
185.53,2.062,0.393,1,0.8,0.2,1,5799,5811
188.44,2.424,0.488,1,0.8,0.2,1,5884,5898
192.33,3.517,0.378,1,0.8,0.2,1,6004,6016
195.43,2.691,0.401,1,0.8,0.2,1,6096,6108
198.54,2.735,0.378,1,0.8,0.2,1,6190,6201
201.23,2.215,0.481,1,0.8,0.2,1,6268,6282
206.49,1.24,0.73,1,0.8,0.2,0,6418,6440
208.32,1.471,0.357,1,0.8,0.2,1,6484,6495
210.76,2.048,0.395,1,0.8,0.2,1,6556,6568
215.19,1.33,0.353,1,0.8,0.2,0,6690,6701
217.51,1.921,0.403,1,0.8,0.2,1,6758,6770
220.44,2.541,0.392,1,0.8,0.2,1,6847,6858
223.23,2.432,0.354,1,0.8,0.2,0,6931,6942
230.29,1.734,0.376,1,0.8,0.2,1,7142,7154
232.71,2.03,0.389,1,0.8,0.2,1,7215,7226
238.72,1.543,0.371,1,0.8,0.2,1,7395,7406
241.35,2.314,0.32,1,0.8,0.2,1,7476,7485
244.4,2.69,0.36,1,0.8,0.2,1,7566,7577
247.67,2.839,0.43,1,0.8,0.2,1,7662,7675
250.74,2.505,0.567,1,0.8,0.2,1,7750,7767
253.64,2.525,0.372,1,0.8,0.2,0,7843,7854
255.54,1.445,0.462,1,0.8,0.2,1,7897,7911
258.66,2.705,0.408,1,0.8,0.2,0,7992,8004
260.34,1.274,0.409,1,0.8,0.2,1,8042,8055
263.04,2.312,0.387,1,0.8,0.2,1,8124,8136
266.53,3.115,0.372,1,0.8,0.2,1,8229,8241
269.24,2.203,0.514,1,0.8,0.2,1,8307,8322
272.06,2.461,0.359,1,0.8,0.2,1,8396,8407
275.05,2.624,0.361,1,0.8,0.2,1,8485,8496
280.43,1.254,0.398,1,0.8,0.2,0,8645,8657
282.23,1.36,0.441,1,0.8,0.2,1,8698,8711
284.69,1.961,0.498,1,0.8,0.2,1,8770,8785
287.51,2.322,0.506,1,0.2,0.8,1,8855,8870
290.32,2.272,0.529,1,0.2,0.8,0,8938,8954
296.43,1.285,0.376,1,0.2,0.8,0,9126,9137
306.08,7.513,0.457,1,0.2,0.8,0,9413,9427
307.87,1.383,0.399,1,0.2,0.8,0,9468,9480
310.01,1.71,0.431,1,0.2,0.8,0,9532,9545
317.74,7.224,0.506,2,0.2,0.8,1,9761,9776
319.78,1.659,0.38,2,0.2,0.8,0,9826,9838
321.67,1.463,0.427,2,0.2,0.8,1,9881,9894
324.58,1.484,1.426,1,0.2,0.8,0,9939,9981
326.5,1.51,0.413,1,0.2,0.8,0,10027,10039
328.8,1.295,1.001,2,0.2,0.8,1,10078,10108
331.13,1.908,0.428,2,0.2,0.8,1,10165,10178
332.89,1.23,0.526,2,0.2,0.8,0,10215,10229
334.49,1.106,0.495,2,0.2,0.8,0,10264,10279
336.51,1.267,0.415,1,0.2,0.8,0,10327,10339
339.14,1.235,0.378,1,0.2,0.8,0,10407,10419
344.84,1.281,0.515,2,0.2,0.8,1,10574,10590
347.47,2.272,0.35,2,0.2,0.8,1,10657,10668
349.8,1.97,0.368,2,0.2,0.8,0,10727,10738
